barcode	replica	sampling	depth	completeness	pangolin	seq
barcode51	3	3500	313.4	98.7022900763359	B.1.621	omicron
barcode51	3	4000	343.237	98.7022900763359	B.1.621	omicron
barcode51	3	4500	369.803	98.7022900763359	B.1.621	omicron
barcode51	3	500	48.3423	78.1870229007634	B.1.621	omicron
barcode51	3	5000	388.542	98.6641221374046	B.1.621	omicron
barcode51	3	5500	405.131	98.6641221374046	B.1.621	omicron
barcode51	3	6000	419.902	98.6450381679389	B.1.621	omicron
barcode51	3	6500	430.915	98.7022900763359	B.1.621	omicron
barcode51	3	7000	442.772	98.7022900763359	B.1.621	omicron
barcode51	3	7500	453.098	98.7022900763359	B.1.621	omicron
barcode51	3	8000	462.076	98.7022900763359	B.1.621	omicron
barcode51	3	8500	470.222	98.6641221374046	B.1.621	omicron
barcode51	3	9000	476.707	98.6641221374046	B.1.621	omicron
barcode51	3	9500	482.314	98.6641221374046	B.1.621	omicron
barcode51	4	1000	100.481	98.7022900763359	B.1.621	omicron
barcode51	4	10000	485.658	98.6641221374046	B.1.621	omicron
barcode51	4	1500	153.275	98.7022900763359	B.1.621	omicron
barcode51	4	2000	202.596	98.6450381679389	B.1.621	omicron
barcode51	4	2500	243.495	98.7022900763359	B.1.621	omicron
barcode51	4	3000	280.899	98.6641221374046	B.1.621	omicron
barcode51	4	3500	315.692	98.6641221374046	B.1.621	omicron
barcode51	4	4000	343.323	98.6641221374046	B.1.621	omicron
barcode51	4	4500	368.215	98.6641221374046	B.1.621	omicron
barcode51	4	500	49.8346	66.5648854961832	B.1.621	omicron
barcode51	4	5000	389.486	98.6450381679389	B.1.621	omicron
barcode51	4	5500	408.21	98.6641221374046	B.1.621	omicron
barcode51	4	6000	420.217	98.6641221374046	B.1.621	omicron
barcode51	4	6500	429.884	98.6641221374046	B.1.621	omicron
barcode51	4	7000	439.064	98.6450381679389	B.1.621	omicron
barcode51	4	7500	448.197	98.6450381679389	B.1.621	omicron
barcode51	4	8000	457.645	98.6641221374046	B.1.621	omicron
barcode51	4	8500	466.765	98.6641221374046	B.1.621	omicron
barcode51	4	9000	473.856	98.6641221374046	B.1.621	omicron
barcode51	4	9500	479.736	98.6641221374046	B.1.621	omicron
barcode51	5	1000	100.235	98.7022900763359	B.1.621	omicron
barcode51	5	10000	486.231	98.7022900763359	B.1.621	omicron
barcode51	5	1500	152.5	98.7022900763359	B.1.621	omicron
barcode51	5	2000	198.949	98.6641221374046	B.1.621	omicron
barcode51	5	2500	242.395	98.6641221374046	B.1.621	omicron
barcode51	5	3000	284.283	98.6641221374046	B.1.621	omicron
barcode51	5	3500	314.904	98.6641221374046	B.1.621	omicron
barcode51	5	4000	345.043	98.6641221374046	B.1.621	omicron
barcode51	5	4500	370.87	98.6641221374046	B.1.621	omicron
barcode51	5	500	51.2231	71.2977099236641	B.1.621	omicron
barcode51	5	5000	390.103	98.6641221374046	B.1.621	omicron
barcode51	5	5500	404.356	98.6450381679389	B.1.621	omicron
barcode51	5	6000	415.935	98.6450381679389	B.1.621	omicron
barcode51	5	6500	426.969	98.6450381679389	B.1.621	omicron
barcode51	5	7000	440.234	98.6450381679389	B.1.621	omicron
barcode51	5	7500	449.944	98.6450381679389	B.1.621	omicron
barcode51	5	8000	459.315	98.6450381679389	B.1.621	omicron
barcode51	5	8500	467.447	98.6450381679389	B.1.621	omicron
barcode51	5	9000	475.831	98.6832061068702	B.1.621	omicron
barcode51	5	9500	481.355	98.6832061068702	B.1.621	omicron
barcode58	1	1000	131.573	70.5343511450382	AY.46.6	omicron
barcode58	1	10000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	1	1500	164.189	82.3854961832061	AY.46.6	omicron
barcode58	1	2000	198.79	82.3854961832061	AY.46.6	omicron
barcode58	1	2500	222.032	82.0801526717557	AY.46.6	omicron
barcode58	1	3000	235.879	81.7748091603053	AY.46.6	omicron
barcode58	1	3500	247.807	82.0801526717557	AY.46.6	omicron
barcode58	1	4000	261.562	82.0801526717557	AY.46.6	omicron
barcode58	1	4500	273.278	82.0801526717557	AY.46.6	omicron
barcode58	1	500	68.9067	NA	AY.4	omicron
barcode58	1	5000	286.805	82.0801526717557	AY.46.6	omicron
barcode58	1	5500	300.624	81.6603053435115	AY.46.6	omicron
barcode58	1	6000	311.848	81.8129770992366	AY.46.6	omicron
barcode58	1	6500	321.811	81.8511450381679	AY.46.6	omicron
barcode58	1	7000	330.634	81.8511450381679	AY.46.6	omicron
barcode58	1	7500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	1	8000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	1	8500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	1	9000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	1	9500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	1000	131.509	60.4580152671756	AY.46.6	omicron
barcode58	2	10000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	1500	170.934	81.9847328244275	AY.46.6	omicron
barcode58	2	2000	201.277	81.6603053435115	AY.46.6	omicron
barcode58	2	2500	219.644	81.6603053435115	AY.46.6	omicron
barcode58	2	3000	233.351	81.7175572519084	AY.46.6	omicron
barcode58	2	3500	249.633	81.6793893129771	AY.46.6	omicron
barcode58	2	4000	262.845	81.793893129771	AY.46.6	omicron
barcode58	2	4500	275.996	81.793893129771	AY.46.6	omicron
barcode58	2	500	67.9793	NA	AY.4	omicron
barcode58	2	5000	289.282	81.793893129771	AY.46.6	omicron
barcode58	2	5500	302.724	81.8129770992366	AY.46.6	omicron
barcode58	2	6000	312.694	81.8511450381679	AY.46.6	omicron
barcode58	2	6500	323.211	81.8511450381679	AY.46.6	omicron
barcode58	2	7000	331.848	81.9274809160305	AY.46.6	omicron
barcode58	2	7500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	8000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	8500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	9000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	2	9500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	1000	125.352	81.8129770992366	AY.46.6	omicron
barcode58	3	10000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	1500	161.145	82.0038167938931	AY.46.6	omicron
barcode58	3	2000	196.652	82.0038167938931	AY.46.6	omicron
barcode58	3	2500	218.439	82.0038167938931	AY.46.6	omicron
barcode58	3	3000	234.125	82.1564885496183	AY.46.6	omicron
barcode58	3	3500	248.171	82.2328244274809	AY.46.6	omicron
barcode58	3	4000	263.446	82.2328244274809	AY.46.6	omicron
barcode58	3	4500	275.371	82.2709923664122	AY.46.6	omicron
barcode58	3	500	67.462	NA	AY.4	omicron
barcode58	3	5000	289.575	82.2709923664122	AY.46.6	omicron
barcode58	3	5500	299.495	82.2709923664122	AY.46.6	omicron
barcode58	3	6000	307.186	81.9274809160305	AY.46.6	omicron
barcode58	3	6500	316.297	81.9274809160305	AY.46.6	omicron
barcode58	3	7000	328.57	81.9274809160305	AY.46.6	omicron
barcode58	3	7500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	8000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	8500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	9000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	3	9500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	1000	131.29	80.4580152671756	AY.46.6	omicron
barcode58	4	10000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	1500	166.141	80.9541984732824	AY.46.6	omicron
barcode58	4	2000	199.781	81.469465648855	AY.46.6	omicron
barcode58	4	2500	221.759	81.7366412213741	AY.46.6	omicron
barcode58	4	3000	235.209	81.7366412213741	AY.46.6	omicron
barcode58	4	3500	248.512	81.7748091603053	AY.46.6	omicron
barcode58	4	4000	264.003	81.7748091603053	AY.46.6	omicron
barcode58	4	4500	277.252	81.8129770992366	AY.46.6	omicron
barcode58	4	500	68.4449	NA	AY.4	omicron
barcode58	4	5000	291.669	81.8129770992366	AY.46.6	omicron
barcode58	4	5500	302.972	81.8129770992366	AY.46.6	omicron
barcode58	4	6000	309.939	81.8129770992366	AY.46.6	omicron
barcode58	4	6500	322.214	81.8129770992366	AY.46.6	omicron
barcode58	4	7000	330.888	81.8511450381679	AY.46.6	omicron
barcode58	4	7500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	8000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	8500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	9000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	4	9500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	1000	132.214	81.9083969465649	AY.46.6	omicron
barcode58	5	10000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	1500	166.573	81.9083969465649	AY.46.6	omicron
barcode58	5	2000	198.483	81.9656488549618	AY.46.6	omicron
barcode58	5	2500	218.087	82.0801526717557	AY.46.6	omicron
barcode58	5	3000	233.958	82.0801526717557	AY.46.6	omicron
barcode58	5	3500	249.392	82.0801526717557	AY.46.6	omicron
barcode58	5	4000	263.995	82.0801526717557	AY.46.6	omicron
barcode58	5	4500	277.355	82.0038167938931	AY.46.6	omicron
barcode58	5	500	70.0538	NA	AY.4	omicron
barcode58	5	5000	291.016	82.2519083969466	AY.46.6	omicron
barcode58	5	5500	300.033	82.0419847328244	AY.46.6	omicron
barcode58	5	6000	309.884	81.9083969465649	AY.46.6	omicron
barcode58	5	6500	319.45	81.9274809160305	AY.46.6	omicron
barcode58	5	7000	331.473	81.9274809160305	AY.46.6	omicron
barcode58	5	7500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	8000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	8500	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	9000	339.26	81.9274809160305	AY.46.6	omicron
barcode58	5	9500	339.26	81.9274809160305	AY.46.6	omicron
barcode59	1	1000	86.5075	NA	AY.46.6	omicron
barcode59	1	10000	330.107	83.1297709923664	B.1.617.2	omicron
barcode59	1	1500	125.51	NA	AY.46.6	omicron
barcode59	1	2000	160.305	NA	AY.46.6	omicron
barcode59	1	2500	189.036	58.0343511450382	AY.46.6	omicron
barcode59	1	3000	211.943	66.6030534351145	AY.46.6	omicron
barcode59	1	3500	232.224	66.5839694656488	AY.46.6	omicron
barcode59	1	4000	248.19	66.5839694656488	AY.46.6	omicron
barcode59	1	4500	261.317	66.9083969465649	AY.46.6	omicron
barcode59	1	500	40.8764	NA	AY.46.6	omicron
barcode59	1	5000	274.378	66.9274809160305	AY.46.6	omicron
barcode59	1	5500	282.577	72.7099236641221	AY.46.6	omicron
barcode59	1	6000	289.376	73.3587786259542	AY.46.6	omicron
barcode59	1	6500	293.777	73.8549618320611	AY.46.6	omicron
barcode59	1	7000	300.652	79.4274809160305	AY.46.6	omicron
barcode59	1	7500	305.243	83.0916030534351	B.1.617.2	omicron
barcode59	1	8000	310.835	83.1106870229008	B.1.617.2	omicron
barcode59	1	8500	316.796	83.1106870229008	B.1.617.2	omicron
barcode59	1	9000	322.228	83.1106870229008	B.1.617.2	omicron
barcode59	1	9500	325.946	83.1106870229008	B.1.617.2	omicron
barcode59	2	1000	81.4339	NA	AY.46.6	omicron
barcode59	2	10000	330.695	83.1297709923664	B.1.617.2	omicron
barcode59	2	1500	121.958	NA	AY.46.6	omicron
barcode59	2	2000	154.125	66.0496183206107	AY.46.6	omicron
barcode59	2	2500	187.994	66.5267175572519	AY.46.6	omicron
barcode59	2	3000	210.784	66.5648854961832	AY.46.6	omicron
barcode59	2	3500	230.991	66.5839694656488	AY.46.6	omicron
barcode59	2	4000	245.978	66.6030534351145	AY.46.6	omicron
barcode59	2	4500	260.839	66.5839694656488	AY.46.6	omicron
barcode59	2	500	48.2492	NA	AY.46.6	omicron
barcode59	2	5000	273.063	66.9274809160305	AY.46.6	omicron
barcode59	2	5500	279.393	66.9847328244275	AY.46.6	omicron
barcode59	2	6000	285.101	67.0038167938931	AY.46.6	omicron
barcode59	2	6500	292.068	67.0229007633588	AY.46.6	omicron
barcode59	2	7000	298.858	73.1679389312977	AY.46.6	omicron
barcode59	2	7500	304.409	83.0916030534351	B.1.617.2	omicron
barcode59	2	8000	310.572	83.1106870229008	B.1.617.2	omicron
barcode59	2	8500	316.757	83.1106870229008	B.1.617.2	omicron
barcode59	2	9000	322.338	83.1297709923664	B.1.617.2	omicron
barcode59	2	9500	326.568	83.1297709923664	B.1.617.2	omicron
barcode59	3	1000	86.0274	NA	AY.46.6	omicron
barcode59	3	10000	305.462	83.206106870229	B.1.617.2	omicron
barcode59	3	1500	120.279	NA	AY.46.6	omicron
barcode59	3	2000	150.607	66.5839694656488	AY.46.6	omicron
barcode59	3	2500	179.478	66.5839694656488	AY.46.6	omicron
barcode59	3	3000	198.512	66.6030534351145	AY.46.6	omicron
barcode59	3	3500	213.022	66.6030534351145	AY.46.6	omicron
barcode59	3	4000	227.442	67.0038167938931	AY.46.6	omicron
barcode59	3	4500	242.481	67.0419847328244	AY.46.6	omicron
barcode59	3	500	43.9322	NA	AY.4	omicron
barcode59	3	5000	254.569	67.0419847328244	AY.46.6	omicron
barcode59	3	5500	261.71	67.0419847328244	AY.46.6	omicron
barcode59	3	6000	267.518	67.0229007633588	AY.46.6	omicron
barcode59	3	6500	274.116	67.0419847328244	AY.46.6	omicron
barcode59	3	7000	278.829	72.3282442748092	AY.46.6	omicron
barcode59	3	7500	284.017	78.7213740458015	AY.46.6	omicron
barcode59	3	8000	288.2	78.7213740458015	AY.46.6	omicron
barcode59	3	8500	294.63	78.7213740458015	AY.46.6	omicron
barcode59	3	9000	298.619	79.3320610687023	AY.46.6	omicron
barcode59	3	9500	302.29	83.0534351145038	B.1.617.2	omicron
barcode59	4	1000	82.694	NA	AY.46.6	omicron
barcode59	4	10000	315.624	83.263358778626	B.1.617.2	omicron
barcode59	4	1500	124.187	NA	AY.46.6	omicron
barcode59	4	2000	165.161	NA	AY.46.6	omicron
barcode59	4	2500	199.733	66.5458015267176	AY.46.6	omicron
barcode59	4	3000	214.898	66.5839694656488	AY.46.6	omicron
barcode59	4	3500	232.973	66.6030534351145	AY.46.6	omicron
barcode59	4	4000	248.197	66.6030534351145	AY.46.6	omicron
barcode59	4	4500	260.133	66.5839694656488	AY.46.6	omicron
barcode59	4	500	42.2192	NA	AY.4	omicron
barcode59	4	5000	259.033	68.4351145038168	AY.46.6	omicron
barcode59	4	5500	267.496	72.7099236641221	AY.46.6	omicron
barcode59	4	6000	274.087	73.3015267175573	AY.46.6	omicron
barcode59	4	6500	278.583	74.618320610687	AY.46.6	omicron
barcode59	4	7000	284.892	79.4847328244275	AY.46.6	omicron
barcode59	4	7500	290.376	79.4847328244275	AY.46.6	omicron
barcode59	4	8000	295.585	83.263358778626	B.1.617.2	omicron
barcode59	4	8500	301.099	83.2442748091603	B.1.617.2	omicron
barcode59	4	9000	307.27	83.2442748091603	B.1.617.2	omicron
barcode59	4	9500	312.152	83.2442748091603	B.1.617.2	omicron
barcode59	5	1000	89.364	NA	AY.46.6	omicron
barcode59	5	10000	296.102	83.206106870229	B.1.617.2	omicron
barcode59	5	1500	132.765	65.8206106870229	AY.46.6	omicron
barcode59	5	2000	160.457	66.0687022900763	AY.46.6	omicron
barcode59	5	2500	182.652	66.4503816793893	AY.46.6	omicron
barcode59	5	3000	202.797	66.5267175572519	AY.46.6	omicron
barcode59	5	3500	218.531	66.8129770992366	AY.46.6	omicron
barcode59	5	4000	232.762	66.9083969465649	AY.46.6	omicron
barcode59	5	4500	245.59	67.0038167938931	AY.46.6	omicron
barcode59	5	500	54.0151	NA	AY.46.6	omicron
barcode59	5	5000	255.776	66.9847328244275	AY.46.6	omicron
barcode59	5	5500	262.358	68.4160305343512	AY.46.6	omicron
barcode59	5	6000	268.446	74.7709923664122	AY.46.6	omicron
barcode59	5	6500	275.626	75.6297709923664	AY.46.6	omicron
barcode59	5	7000	282.225	79.4083969465649	AY.46.6	omicron
barcode59	5	7500	287.244	83.0725190839695	B.1.617.2	omicron
barcode59	5	8000	291.799	83.0916030534351	B.1.617.2	omicron
barcode59	5	8500	295.499	83.0916030534351	B.1.617.2	omicron
barcode59	5	9000	298.653	83.0916030534351	B.1.617.2	omicron
barcode59	5	9500	292.792	83.206106870229	B.1.617.2	omicron
barcode60	1	1000	96.0334	NA	BA.1.1	omicron
barcode60	1	10000	286.388	84.0648854961832	BA.1.1	omicron
barcode60	1	1500	125.382	69.2557251908397	BA.1.1	omicron
barcode60	1	2000	146.127	75.8969465648855	BA.1.1	omicron
barcode60	1	2500	164.813	80.5152671755725	BA.1.1	omicron
barcode60	1	3000	179.586	81.0687022900763	BA.1.1	omicron
barcode60	1	3500	186.68	84.0648854961832	BA.1.1	omicron
barcode60	1	4000	200.011	84.0648854961832	BA.1.1	omicron
barcode60	1	4500	214.327	84.0458015267176	BA.1.1	omicron
barcode60	1	500	50.2754	NA	BA.1.1	omicron
barcode60	1	5000	227.713	84.0458015267176	BA.1.1	omicron
barcode60	1	5500	240.52	84.0458015267176	BA.1.1	omicron
barcode60	1	6000	233.522	84.0267175572519	BA.1.1	omicron
barcode60	1	6500	244.025	84.0267175572519	BA.1.1	omicron
barcode60	1	7000	252.414	84.0267175572519	BA.1.1	omicron
barcode60	1	7500	258.635	84.0267175572519	BA.1.1	omicron
barcode60	1	8000	264.967	84.0267175572519	BA.1.1	omicron
barcode60	1	8500	269.582	84.0648854961832	BA.1.1	omicron
barcode60	1	9000	276.735	84.0648854961832	BA.1.1	omicron
barcode60	1	9500	281.022	84.0648854961832	BA.1.1	omicron
barcode60	2	1000	86.028	63.6832061068702	BA.1	omicron
barcode60	2	10000	291.611	84.0267175572519	BA.1.1	omicron
barcode60	2	1500	117.664	73.4541984732824	BA.1	omicron
barcode60	2	2000	139.037	73.530534351145	BA.1	omicron
barcode60	2	2500	155.912	78.587786259542	BA.1	omicron
barcode60	2	3000	168.771	83.0152671755725	BA.1	omicron
barcode60	2	3500	182.163	84.0839694656488	BA.1	omicron
barcode60	2	4000	197.807	84.0458015267176	BA.1.1	omicron
barcode60	2	4500	211.388	84.0648854961832	BA.1.1	omicron
barcode60	2	500	45.4693	NA	BA.1.1	omicron
barcode60	2	5000	214.037	84.0648854961832	BA.1.1	omicron
barcode60	2	5500	225.674	84.0648854961832	BA.1.1	omicron
barcode60	2	6000	235.956	84.0458015267176	BA.1.1	omicron
barcode60	2	6500	244.783	84.0458015267176	BA.1.1	omicron
barcode60	2	7000	255.259	84.0458015267176	BA.1.1	omicron
barcode60	2	7500	262.223	84.0458015267176	BA.1.1	omicron
barcode60	2	8000	268.895	84.0267175572519	BA.1.1	omicron
barcode60	2	8500	275.207	84.0267175572519	BA.1.1	omicron
barcode60	2	9000	280.708	84.0267175572519	BA.1.1	omicron
barcode60	2	9500	286.954	84.0267175572519	BA.1.1	omicron
barcode60	3	1000	92.5427	NA	BA.1.1	omicron
barcode60	3	10000	290.285	84.0839694656488	BA.1	omicron
barcode60	3	1500	120.594	64.4465648854962	BA.1	omicron
barcode60	3	2000	141.975	76.6603053435115	BA.1	omicron
barcode60	3	2500	161.151	83.0152671755725	BA.1.1	omicron
barcode60	3	3000	176.079	84.0648854961832	BA.1.1	omicron
barcode60	3	3500	188.15	84.0648854961832	BA.1.1	omicron
barcode60	3	4000	192.615	84.0648854961832	BA.1.1	omicron
barcode60	3	4500	205.796	84.0648854961832	BA.1.1	omicron
barcode60	3	500	50.925	NA	BA.1.1	omicron
barcode60	3	5000	217.57	84.0648854961832	BA.1.1	omicron
barcode60	3	5500	228.522	84.0648854961832	BA.1.1	omicron
barcode60	3	6000	242.641	84.0648854961832	BA.1.1	omicron
barcode60	3	6500	254.292	84.0648854961832	BA.1.1	omicron
barcode60	3	7000	263.342	84.0648854961832	BA.1.1	omicron
barcode60	3	7500	258.969	84.0458015267176	BA.1.1	omicron
barcode60	3	8000	265.745	84.0839694656488	BA.1	omicron
barcode60	3	8500	272.411	84.0839694656488	BA.1	omicron
barcode60	3	9000	278.608	84.0839694656488	BA.1	omicron
barcode60	3	9500	285.156	84.0839694656488	BA.1	omicron
barcode60	4	1000	95.0948	NA	BA.1.1	omicron
barcode60	4	10000	285.754	84.0076335877863	BA.1.1	omicron
barcode60	4	1500	125.749	62.5763358778626	BA.1.1	omicron
barcode60	4	2000	140.666	74.7519083969466	BA.1.1	omicron
barcode60	4	2500	155.988	78.530534351145	BA.1.1	omicron
barcode60	4	3000	168.293	78.969465648855	BA.1.1	omicron
barcode60	4	3500	182.437	83.2251908396946	BA.1.1	omicron
barcode60	4	4000	185.379	83.9885496183206	BA.1.1	omicron
barcode60	4	4500	195.47	83.969465648855	BA.1.1	omicron
barcode60	4	500	48.0658	NA	BA.1.1	omicron
barcode60	4	5000	207.822	83.9885496183206	BA.1.1	omicron
barcode60	4	5500	217.367	84.0076335877863	BA.1.1	omicron
barcode60	4	6000	229.047	84.0267175572519	BA.1.1	omicron
barcode60	4	6500	240.078	84.0267175572519	BA.1.1	omicron
barcode60	4	7000	249.033	84.0267175572519	BA.1.1	omicron
barcode60	4	7500	254.509	84.0267175572519	BA.1.1	omicron
barcode60	4	8000	261.811	84.0076335877863	BA.1.1	omicron
barcode60	4	8500	266.886	84.0076335877863	BA.1.1	omicron
barcode60	4	9000	274.365	84.0076335877863	BA.1.1	omicron
barcode60	4	9500	280.454	84.0076335877863	BA.1.1	omicron
barcode60	5	1000	95.7011	NA	BA.1.1	omicron
barcode60	5	10000	288.335	84.0839694656488	BA.1	omicron
barcode60	5	1500	128.049	65.2099236641221	BA.1.1	omicron
barcode60	5	2000	134.358	73.8358778625954	BA.1.1	omicron
barcode60	5	2500	151.321	83.7977099236641	BA.1.1	omicron
barcode60	5	3000	164.709	84.0648854961832	BA.1.1	omicron
barcode60	5	3500	175	84.0648854961832	BA.1.1	omicron
barcode60	5	4000	188.076	84.0648854961832	BA.1.1	omicron
barcode60	5	4500	200.568	84.0648854961832	BA.1.1	omicron
barcode60	5	500	51.7517	NA	BA.1.1	omicron
barcode60	5	5000	211.614	84.0648854961832	BA.1.1	omicron
barcode60	5	5500	221.302	84.0839694656488	BA.1	omicron
barcode60	5	6000	232.325	84.0839694656488	BA.1	omicron
barcode60	5	6500	242.223	84.0839694656488	BA.1	omicron
barcode60	5	7000	251.042	84.0839694656488	BA.1	omicron
barcode60	5	7500	258.859	84.0839694656488	BA.1	omicron
barcode60	5	8000	266.284	84.0839694656488	BA.1	omicron
barcode60	5	8500	272.457	84.0839694656488	BA.1	omicron
barcode60	5	9000	277.731	84.0839694656488	BA.1	omicron
barcode60	5	9500	283.452	84.0839694656488	BA.1	omicron
barcode61	1	1000	91.0415	97.9580152671756	Unassigned	omicron
barcode61	1	10000	476.905	97.9580152671756	Unassigned	omicron
barcode61	1	1500	135.643	97.9389312977099	Unassigned	omicron
barcode61	1	2000	179.972	97.9580152671756	Unassigned	omicron
barcode61	1	2500	220.28	97.9580152671756	Unassigned	omicron
barcode61	1	3000	254.2	97.9580152671756	Unassigned	omicron
barcode61	1	3500	287.91	97.9580152671756	Unassigned	omicron
barcode61	1	4000	320.257	97.9580152671756	Unassigned	omicron
barcode61	1	4500	351.919	97.9580152671756	Unassigned	omicron
barcode61	1	500	44.5042	90.0190839694657	Unassigned	omicron
barcode61	1	5000	381.116	97.9580152671756	Unassigned	omicron
barcode61	1	5500	405.252	97.9580152671756	Unassigned	omicron
barcode61	1	6000	425.432	97.9580152671756	Unassigned	omicron
barcode61	1	6500	441.302	97.9580152671756	Unassigned	omicron
barcode61	1	7000	454.387	97.9580152671756	Unassigned	omicron
barcode61	1	7500	466.894	97.9580152671756	Unassigned	omicron
barcode61	1	8000	476.905	97.9580152671756	Unassigned	omicron
barcode61	1	8500	476.905	97.9580152671756	Unassigned	omicron
barcode61	1	9000	476.905	97.9580152671756	Unassigned	omicron
barcode61	1	9500	476.905	97.9580152671756	Unassigned	omicron
barcode61	2	1000	88.7314	97.9580152671756	Unassigned	omicron
barcode61	2	10000	476.905	97.9580152671756	Unassigned	omicron
barcode61	2	1500	130.943	97.9580152671756	Unassigned	omicron
barcode61	2	2000	174.145	97.9580152671756	Unassigned	omicron
barcode61	2	2500	215.422	97.9580152671756	Unassigned	omicron
barcode61	2	3000	252.771	97.9580152671756	Unassigned	omicron
barcode61	2	3500	286.249	97.9580152671756	Unassigned	omicron
barcode61	2	4000	321.426	97.9580152671756	Unassigned	omicron
barcode61	2	4500	352.124	97.9580152671756	Unassigned	omicron
barcode61	2	500	44.1853	88.263358778626	Unassigned	omicron
barcode61	2	5000	380.558	97.9580152671756	Unassigned	omicron
barcode61	2	5500	405.379	97.9580152671756	Unassigned	omicron
barcode61	2	6000	426.097	97.9580152671756	Unassigned	omicron
barcode61	2	6500	443.743	97.9580152671756	Unassigned	omicron
barcode61	2	7000	456.735	97.9580152671756	Unassigned	omicron
barcode61	2	7500	466.804	97.9580152671756	Unassigned	omicron
barcode61	2	8000	476.905	97.9580152671756	Unassigned	omicron
barcode61	2	8500	476.905	97.9580152671756	Unassigned	omicron
barcode61	2	9000	476.905	97.9580152671756	Unassigned	omicron
barcode61	2	9500	476.905	97.9580152671756	Unassigned	omicron
barcode61	3	1000	92.9261	97.9580152671756	Unassigned	omicron
barcode61	3	10000	476.905	97.9580152671756	Unassigned	omicron
barcode61	3	1500	137.464	97.9580152671756	Unassigned	omicron
barcode61	3	2000	182.438	97.9580152671756	Unassigned	omicron
barcode61	3	2500	223.402	97.9580152671756	Unassigned	omicron
barcode61	3	3000	256.975	97.9580152671756	Unassigned	omicron
barcode61	3	3500	288.839	97.9389312977099	Unassigned	omicron
barcode61	3	4000	323.666	97.9580152671756	Unassigned	omicron
barcode61	3	4500	355.498	97.9580152671756	Unassigned	omicron
barcode61	3	500	45.8837	96.1832061068702	Unassigned	omicron
barcode61	3	5000	384.883	97.9580152671756	Unassigned	omicron
barcode61	3	5500	407.214	97.9580152671756	Unassigned	omicron
barcode61	3	6000	424.655	97.9580152671756	Unassigned	omicron
barcode61	3	6500	440.959	97.9580152671756	Unassigned	omicron
barcode61	3	7000	455.275	97.9580152671756	Unassigned	omicron
barcode61	3	7500	467.877	97.9580152671756	Unassigned	omicron
barcode61	3	8000	476.905	97.9580152671756	Unassigned	omicron
barcode61	3	8500	476.905	97.9580152671756	Unassigned	omicron
barcode61	3	9000	476.905	97.9580152671756	Unassigned	omicron
barcode61	3	9500	476.905	97.9580152671756	Unassigned	omicron
barcode61	4	1000	90.5148	97.9580152671756	Unassigned	omicron
barcode61	4	10000	476.905	97.9580152671756	Unassigned	omicron
barcode61	4	1500	136.452	97.9580152671756	Unassigned	omicron
barcode61	4	2000	185.112	97.9580152671756	Unassigned	omicron
barcode61	4	2500	225.434	97.9580152671756	Unassigned	omicron
barcode61	4	3000	264.477	97.9580152671756	Unassigned	omicron
barcode61	4	3500	299.009	97.9770992366412	Unassigned	omicron
barcode61	4	4000	331.55	97.9580152671756	Unassigned	omicron
barcode61	4	4500	362.217	97.9770992366412	Unassigned	omicron
barcode61	4	500	45.0044	87.9198473282443	Unassigned	omicron
barcode61	4	5000	390.625	97.9580152671756	Unassigned	omicron
barcode61	4	5500	413.126	97.9389312977099	Unassigned	omicron
barcode61	4	6000	431.75	97.9580152671756	Unassigned	omicron
barcode61	4	6500	446.574	97.9580152671756	Unassigned	omicron
barcode61	4	7000	460.058	97.9580152671756	Unassigned	omicron
barcode61	4	7500	468.743	97.9580152671756	Unassigned	omicron
barcode61	4	8000	476.905	97.9580152671756	Unassigned	omicron
barcode61	4	8500	476.905	97.9580152671756	Unassigned	omicron
barcode61	4	9000	476.905	97.9580152671756	Unassigned	omicron
